radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,244,91,37911,10410795,-1,25.6878,63.0508,1000,23,1,1771133346,1775997512,0
LTE,244,12,37911,11158817,-1,25.8617,63.0756,1000,6,1,1771134166,1771179154,0
LTE,244,91,37911,11158817,-1,25.8609,63.0755,1000,4,1,1771134176,1771179154,0
LTE,244,91,37911,10405162,-1,25.762,63.5614,1000,18,1,1771137846,1777223468,0
LTE,244,91,37911,10405161,-1,25.7675,63.5747,1000,21,1,1771137896,1777223468,0
LTE,244,12,37822,10398578,-1,25.7895,64.0451,1000,11,1,1771140846,1771179197,0
LTE,244,91,37821,10368880,-1,25.7999,64.1062,5225,50,1,1771141216,1775997491,0
LTE,244,91,37821,10368881,-1,25.8031,64.1774,1000,21,1,1771141386,1775240372,0
LTE,244,12,37821,10365297,-1,25.871,64.3372,1000,23,1,1771142136,1771179202,0
LTE,244,12,37821,10365296,-1,25.883,64.35,987,34,1,1771142186,1771179202,0
LTE,244,91,37821,10368554,-1,25.6652,64.5062,2627,26,1,1771143006,1775240364,0
LTE,244,12,37821,10368554,-1,25.6599,64.5104,3158,21,1,1771143006,1771179227,0
LTE,244,91,37821,10361387,-1,25.6816,64.5591,1000,10,1,1771143366,1777223536,0
LTE,244,91,37821,10363947,-1,25.6456,64.6231,1000,6,1,1771143636,1771179207,0
LTE,244,12,37821,10333809,-1,25.5362,64.7925,1000,4,1,1771144486,1771179210,0
LTE,244,91,37821,10336112,-1,25.5167,64.8009,1193,10,1,1771144496,1775997424,0
LTE,244,91,37821,10331434,-1,25.4927,64.8116,1000,21,1,1771144526,1771179211,0
LTE,244,91,37821,10336042,-1,25.5084,64.8214,2576,29,1,1771144536,1771179211,0
LTE,244,91,37821,10331433,-1,25.4942,64.8211,1000,15,1,1771144686,1771179211,0
LTE,244,91,37821,10336043,-1,25.5107,64.8528,1000,19,1,1771144806,1771179211,0
LTE,244,91,37821,10336041,-1,25.5184,64.8647,1000,16,1,1771144856,1771179212,0
LTE,244,91,37812,10305136,-1,25.5205,64.8796,1000,16,1,1771144916,1771179212,0
LTE,244,12,37812,10305136,-1,25.5205,64.8796,1000,16,1,1771144916,1771179212,0
LTE,244,91,37812,10288239,-1,25.5076,64.9815,1000,12,1,1771145316,1775240350,0
LTE,244,12,37812,10288239,-1,25.5065,64.9837,1000,6,1,1771145316,1771179213,0
LTE,244,91,37812,10295152,-1,25.5058,64.9947,1000,6,1,1771145356,1771179213,0
LTE,244,91,37812,10287728,-1,25.5068,64.9987,1000,11,1,1771145366,1771179213,0
LTE,244,91,37812,10294128,-1,25.5065,65.0081,1000,6,1,1771145406,1771179213,0
LTE,244,12,37812,10294128,-1,25.5065,65.0082,1000,4,1,1771145406,1771179213,0
LTE,244,91,37812,10294129,-1,25.5065,65.0109,1000,6,1,1771145416,1771179213,0
LTE,244,12,37812,10294129,-1,25.5065,65.0109,1000,6,1,1771145416,1771179213,0
LTE,244,91,37812,10292848,-1,25.507,65.0138,1000,6,1,1771145426,1771179214,0
LTE,244,12,37812,10292848,-1,25.507,65.0138,1000,6,1,1771145426,1771179214,0
LTE,244,91,37812,10289009,-1,25.5077,65.0166,1000,6,1,1771145436,1771179214,0
LTE,244,12,37812,10289009,-1,25.5077,65.0166,1000,6,1,1771145436,1771179214,0
LTE,244,91,37812,10282864,-1,25.5083,65.0192,1000,6,1,1771145446,1771179214,0
LTE,244,12,37812,10282864,-1,25.5083,65.0192,1000,6,1,1771145446,1771179214,0
LTE,244,12,37812,10286960,-1,25.5085,65.0219,1000,6,1,1771145456,1771179214,0
LTE,244,91,37812,10286960,-1,25.5085,65.0222,1000,3,1,1771145456,1771179214,0
LTE,244,91,37812,10286959,-1,25.5081,65.0247,1000,4,1,1771145466,1771179214,0
LTE,244,12,37812,10286959,-1,25.5082,65.0247,1000,5,1,1771145466,1771179214,0
LTE,244,91,37812,10298993,-1,25.5065,65.0271,1000,6,1,1771145476,1771179214,0
LTE,244,12,37812,10298993,-1,25.5065,65.0271,1000,6,1,1771145476,1771179214,0
LTE,244,91,37812,10300016,-1,25.5031,65.0292,1000,6,1,1771145486,1771179214,0
LTE,244,12,37812,10300016,-1,25.5031,65.0292,1000,6,1,1771145486,1771179214,0
LTE,244,91,37812,10300017,-1,25.4948,65.0324,1000,16,1,1771145496,1771179214,0
LTE,244,12,37812,10300017,-1,25.4944,65.0325,1000,15,1,1771145496,1771179214,0
LTE,244,12,37812,10300527,-1,25.478,65.0394,697,26,1,1771145526,1771179214,0
LTE,244,91,37812,10300527,-1,25.476,65.0402,1000,21,1,1771145536,1771179214,0
LTE,244,91,37812,10300529,-1,25.4625,65.0469,1000,16,1,1771145576,1771179214,0
LTE,244,12,37812,10300529,-1,25.4625,65.0469,1000,16,1,1771145576,1771179214,0
LTE,244,91,37812,10296944,-1,25.4554,65.0513,1000,6,1,1771145606,1771179214,0
LTE,244,12,37812,10296944,-1,25.4554,65.0513,1000,6,1,1771145606,1771179214,0
LTE,244,91,37812,10296945,-1,25.4519,65.0536,1000,6,1,1771145616,1771179214,0
LTE,244,12,37812,10296945,-1,25.4519,65.0536,1000,6,1,1771145616,1771179214,0
LTE,244,91,37812,10300272,-1,25.4488,65.0559,1000,6,1,1771145626,1771179214,0
LTE,244,91,37812,10300273,-1,25.4461,65.0584,1000,6,1,1771145636,1771179214,0
LTE,244,12,37812,10300273,-1,25.4461,65.0584,1000,6,1,1771145636,1771179214,0
LTE,244,91,37811,10327408,-1,25.444,65.0609,1000,6,1,1771145646,1771179214,0
LTE,244,12,37811,10327408,-1,25.444,65.0609,1000,6,1,1771145646,1771179214,0
LTE,244,91,37811,10325871,-1,25.4423,65.0646,1000,11,1,1771145656,1771179214,0
LTE,244,12,37811,10325871,-1,25.4423,65.0646,1000,11,1,1771145656,1771179214,0
LTE,244,91,37811,10320239,-1,25.4423,65.076,1000,18,1,1771145696,1771179215,0
LTE,244,91,37811,10324079,-1,25.4405,65.0831,1000,14,1,1771145736,1771179215,0
LTE,244,12,37811,10322033,-1,25.4391,65.0873,1000,6,1,1771145786,1771179215,0
LTE,244,91,37811,10322033,-1,25.4391,65.0873,1000,6,1,1771145786,1771179215,0
LTE,244,91,37811,10323567,-1,25.4364,65.0922,1000,12,1,1771145796,1771179215,0
LTE,244,12,37811,10323567,-1,25.4364,65.0922,1000,16,1,1771145796,1771179215,0
LTE,244,91,37811,10323569,-1,25.4309,65.103,796,26,1,1771145826,1771179215,0
LTE,244,12,37811,10323569,-1,25.4309,65.103,796,26,1,1771145826,1771179215,0
LTE,244,91,37811,10324336,-1,25.4298,65.1169,750,26,1,1771145876,1771179215,0
LTE,244,91,37811,10324335,-1,25.432,65.128,1000,10,1,1771145926,1771179215,0
LTE,244,91,37811,10324337,-1,25.4329,65.142,1113,36,1,1771145956,1771179216,0
LTE,244,91,37811,10350625,-1,25.3022,65.5003,1000,6,1,1771147736,1771179242,0
LTE,244,91,37511,10899499,-1,24.9193,65.6767,1675,51,1,1771148786,1773746643,0
LTE,244,12,37511,10709823,-1,24.176,65.8438,1000,21,1,1771153046,1771179253,0
LTE,244,12,37511,10855997,-1,24.1604,65.8445,1000,6,1,1771153126,1771179253,0
LTE,244,91,37511,10689607,-1,24.1504,65.8434,1000,3,1,1771153186,1771179253,0
LTE,244,91,37511,10913126,-1,24.1347,65.8398,1000,8,1,1771153276,1774031891,0
LTE,244,12,37511,10913126,-1,24.1354,65.8418,1000,2,1,1771153276,1771179253,0
LTE,244,12,37511,10649703,-1,24.0894,65.832,1000,4,1,1771153456,1771179254,0
GSM,244,91,6111,13809,-1,25.0771,60.2742,1000,2,1,1771342307,1771365963,0
GSM,244,91,6111,20779,-1,25.078,60.2746,1000,2,1,1771342317,1771365963,0
GSM,244,91,6111,5303,-1,25.0784,60.2745,1000,1,1,1771342327,1771342327,0
GSM,244,91,6111,13810,-1,25.0784,60.2745,1000,1,1,1771342327,1771342327,0
LTE,244,91,4170,35971351,-1,25.0258,60.2692,1000,5,1,1771343528,1772049723,0
LTE,244,5,23900,1803012,-1,26.032,61.1894,1000,11,1,1771571896,1771687803,0
LTE,244,5,23900,1803009,-1,26.0316,61.1897,1000,20,1,1771573863,1771687803,0
LTE,244,5,23900,1803011,-1,26.0287,61.1943,556,34,1,1771578634,1771687803,0
LTE,244,5,23900,926468,-1,26.0324,61.1991,1000,15,1,1771578723,1771687801,0
LTE,244,5,23900,680708,-1,26.0343,61.1997,1000,3,1,1771578774,1771605362,0
LTE,244,5,23040,175106,-1,26.0383,61.2048,1000,8,1,1771578834,1771605362,0
LTE,244,5,23900,1570311,-1,26.0393,61.2064,1000,1,1,1771579044,1771579044,0
LTE,244,5,23900,1570308,-1,26.0387,61.2053,1000,7,1,1771579124,1771687803,0
LTE,244,5,23900,926467,-1,26.0446,61.2033,1000,12,1,1771580174,1771687801,0
LTE,244,5,23040,175109,-1,26.0403,61.2056,1000,11,1,1771581644,1771687803,0
LTE,244,5,23900,1570309,-1,26.0317,61.1997,1000,12,1,1771582004,1771687803,0
LTE,244,5,23900,926472,-1,26.0342,61.1996,500,34,1,1771582014,1771687803,0
LTE,244,5,23900,286468,-1,26.036,61.2018,1000,2,1,1771582024,1771605362,0
LTE,244,5,23900,1803014,-1,26.0267,61.1931,619,27,1,1771582124,1771687803,0
LTE,244,5,23040,920582,-1,25.9978,61.1924,1000,5,1,1771582254,1771605362,0
LTE,244,5,23040,927494,-1,26.0557,61.2068,1000,15,1,1771657228,1771687801,0
LTE,244,5,23040,927491,-1,26.0555,61.2094,1000,8,1,1771657268,1771687801,0
LTE,244,5,23040,927497,-1,26.0587,61.2087,1000,18,1,1771657301,1771687803,0
LTE,244,5,23900,1932804,-1,26.0624,61.2086,1000,13,1,1771657308,1771687803,0
LTE,244,5,23040,927493,-1,26.0713,61.206,1000,16,1,1771657348,1771687803,0
LTE,244,5,23040,927495,-1,26.0781,61.2067,1000,3,1,1771657388,1771687801,0
LTE,244,5,23040,927489,-1,26.0798,61.2065,1000,12,1,1771657398,1771687803,0
LTE,244,5,23900,1264642,-1,26.1111,61.2017,1040,45,1,1771657408,1771687803,0
LTE,244,5,23900,659464,-1,26.0908,61.2058,1000,19,1,1771657428,1771687803,0
LTE,244,5,23900,1394945,-1,26.1236,61.1845,819,38,1,1771657708,1771687802,0
LTE,244,5,23040,920583,-1,26.1194,61.19,1000,4,1,1771657718,1771687802,0
LTE,244,5,25300,1982214,-1,26.131,61.1811,1000,1,1,1771658498,1771658498,0
LTE,244,5,25300,1982212,-1,26.1311,61.1809,1000,1,1,1771662918,1771662918,0
LTE,244,5,25300,1982211,-1,26.1252,61.1826,1000,2,1,1771666448,1771687802,0
LTE,244,5,23040,927490,-1,26.0759,61.2059,1000,9,1,1771666888,1771687803,0
LTE,244,5,23040,175108,-1,26.0462,61.2095,1000,10,1,1771667028,1771687803,0
LTE,244,5,39012,2332930,-1,24.8984,60.6248,1000,8,1,1771726995,1771965266,0
LTE,244,5,39012,1356801,-1,24.8971,60.625,1000,18,1,1771727727,1771965266,0
LTE,244,5,39012,2332933,-1,24.897,60.6249,1000,8,1,1771728182,1771965266,0
NR,244,5,39012,8949166,-1,24.8972,60.6242,1000,3,1,1771732561,1771965266,0
NR,244,5,39012,10636717,-1,24.8928,60.6226,1000,11,1,1771732596,1771965267,0
NR,244,5,39012,10636718,-1,24.8923,60.6201,1000,8,1,1771732676,1771965267,0
GSM,244,91,6113,14908,-1,24.9727,60.2434,1000,7,1,1772024959,1772049722,0
GSM,244,91,6113,20810,-1,24.9708,60.2438,1000,3,1,1772024970,1772049722,0
LTE,244,91,4170,36422177,-1,25.0636,60.2549,1000,7,1,1772028389,1775161985,0
LTE,244,91,4220,35963917,-1,25.0091,60.2478,1000,6,1,1772028939,1772049726,0
LTE,244,91,4010,35861014,0,24.919,60.2946,1000,1,1,1772159174,1772159174,0
LTE,244,91,4010,35861019,0,24.9193,60.2947,1000,1,1,1772180814,1772180814,0
LTE,244,12,130,2923550,-1,24.3605,60.2052,1000,8,1,1772254101,1772285824,0
LTE,244,12,130,2923523,-1,24.3607,60.2052,1000,3,1,1772253432,1772285824,0
LTE,244,12,130,2893058,-1,24.3603,60.2053,1000,1,1,1772255414,1772255414,0
GSM,244,12,2103,31046,-1,24.3606,60.2052,1000,3,1,1772255344,1772285824,0
LTE,244,12,130,2784513,-1,24.3603,60.2053,1000,1,1,1772255447,1772255447,0
LTE,244,12,130,2923563,-1,24.3606,60.2052,1000,2,1,1772256328,1772285824,0
LTE,244,12,130,2893076,-1,24.3602,60.2053,1000,6,1,1772257651,1772285824,0
LTE,244,12,130,2893078,-1,24.3602,60.2053,1000,1,1,1772263779,1772263779,0
LTE,244,12,130,2893098,-1,24.3602,60.2054,1000,1,1,1772264348,1772264348,0
GSM,244,12,2103,19383,-1,24.3608,60.2051,1000,1,1,1772264489,1772264489,0
LTE,244,91,4170,37126945,-1,24.9835,60.2647,500,26,1,1772293084,1778440082,0
LTE,244,91,4170,36179989,-1,25.0215,60.2785,1000,14,1,1772293504,1772315943,0
LTE,244,91,4170,37842207,-1,25.0351,60.2906,1000,5,1,1772293844,1772315943,0
LTE,244,12,211,2274051,-1,25.0326,60.2906,1000,9,1,1772293854,1772315943,0
LTE,244,12,211,2274050,-1,25.0303,60.2893,1000,4,1,1772294084,1772315943,0
LTE,244,12,211,3043842,-1,25.0427,60.2758,1000,2,1,1772294404,1772315944,0
LTE,244,5,29011,1518852,-1,24.9923,60.2466,1000,2,1,1772292879,1772316122,0
LTE,244,5,29012,2063115,-1,24.9933,60.2672,1000,6,1,1772293279,1772316122,0
LTE,244,5,29012,2063114,-1,24.9925,60.2698,1000,8,1,1772293299,1772316122,0
LTE,244,5,29012,1599751,-1,24.9925,60.272,1000,4,1,1772293329,1772316122,0
LTE,244,5,29012,1005067,-1,24.9961,60.2739,1000,9,1,1772293349,1772316122,0
LTE,244,5,29012,1005066,-1,25.0012,60.2756,1000,6,1,1772293389,1772316122,0
LTE,244,5,29012,3298061,-1,25.0064,60.278,1000,10,1,1772293419,1772316122,0
LTE,244,5,29012,1718281,-1,25.0434,60.2754,1000,6,1,1772294399,1772316123,0
LTE,244,5,29012,1718283,-1,25.0481,60.2713,1000,3,1,1772294499,1772316123,0
LTE,244,5,29012,425473,-1,25.0607,60.2695,1000,7,1,1772294589,1772316123,0
LTE,244,5,29014,5655300,-1,25.0587,60.2672,1000,6,1,1772294629,1772316123,0
LTE,244,5,29014,5655302,-1,25.0574,60.2646,1000,7,1,1772294669,1772316123,0
LTE,244,91,4220,35945238,-1,24.965,60.2609,1000,17,1,1772630124,1772652062,0
LTE,244,91,4010,36832790,-1,24.9759,60.2649,1000,10,1,1772630194,1772652062,0
LTE,244,12,211,2204949,-1,25.0223,60.26,1000,3,1,1772631535,1772652063,0
GSM,244,91,6113,2464,-1,24.9954,60.2509,1000,3,1,1772631745,1772652063,0
GSM,244,91,6113,20809,-1,24.9954,60.2509,1000,3,1,1772631745,1772652063,0
LTE,244,91,4220,37256212,-1,24.8573,60.2224,1000,5,1,1772704036,1772724304,0
LTE,244,91,4220,37712414,-1,24.8544,60.2227,1000,4,1,1772704066,1772724304,0
LTE,244,91,4220,37851659,-1,24.8514,60.2221,1000,21,1,1772704136,1778163784,0
LTE,244,91,4220,35896842,-1,24.8507,60.2222,1000,7,1,1772704236,1775745782,0
LTE,244,91,4220,35896852,-1,24.8519,60.222,1000,8,1,1772704366,1776954904,0
LTE,244,12,111,2160660,-1,24.8523,60.2222,1000,6,1,1772704456,1778163784,0
LTE,244,91,4220,35975181,-1,24.857,60.2222,1000,13,1,1772719302,1775745782,0
LTE,244,91,4220,37256203,-1,24.865,60.2208,1000,13,1,1772719442,1778163784,0
LTE,244,91,4220,37051423,-1,24.8693,60.2204,1000,11,1,1772719482,1778179261,0
LTE,244,91,4220,35877919,-1,24.8695,60.2203,1000,4,1,1772719492,1778163784,0
LTE,244,91,4220,36777495,-1,24.872,60.2201,1000,13,1,1772719502,1778179261,0
LTE,244,91,4220,37051405,-1,24.8745,60.2197,1000,11,1,1772719522,1778179261,0
LTE,244,91,4220,35877911,-1,24.8757,60.2191,1000,8,1,1772719532,1778179261,0
LTE,244,91,4220,35982861,-1,24.8777,60.2172,1000,13,1,1772719552,1778179262,0
LTE,244,91,4220,37328929,-1,24.8771,60.2172,1000,4,1,1772719562,1775762942,0
GSM,244,5,1700,13709,-1,27.6737,62.895,1000,1,1,1772773696,1772773696,0
LTE,244,91,4010,35861531,0,24.9575,60.2951,1000,1,1,1772778610,1772778610,0
LTE,244,91,4010,35861541,0,24.9587,60.2971,1000,1,1,1772778625,1772778625,0
LTE,244,91,4010,36600086,0,24.967,60.3179,1000,1,1,1772779564,1772779564,0
LTE,244,91,4010,35847707,0,24.966,60.3181,1000,1,1,1772780497,1772780497,0
LTE,244,91,4010,36746765,0,24.9694,60.3192,1000,1,1,1772786094,1772786094,0
LTE,244,91,4220,36488992,-1,25.0543,60.217,1000,6,1,1772845464,1772866442,0
LTE,244,91,4220,37715222,-1,25.0574,60.2119,1000,13,1,1772845484,1772866443,0
LTE,244,91,4220,35856140,-1,25.0526,60.2063,1000,7,1,1772845604,1772866443,0
LTE,244,91,4220,36775692,-1,25.0489,60.2034,1000,10,1,1772845634,1772866443,0
LTE,244,12,203,2747394,-1,25.048,60.2019,1000,12,1,1772845664,1772895122,0
LTE,244,91,4220,36775702,-1,25.0474,60.1999,1000,6,1,1772845674,1772866443,0
LTE,244,91,4220,35870988,-1,25.0472,60.1969,1000,5,1,1772845714,1772866443,0
LTE,244,91,4220,35870998,-1,25.0471,60.1948,1000,6,1,1772845734,1772866443,0
LTE,244,91,4220,35871007,-1,25.0486,60.1953,1000,18,1,1772845804,1772895122,0
LTE,244,91,4220,35855125,-1,25.0592,60.1948,1000,12,1,1772845874,1772895122,0
LTE,244,91,4220,36226079,-1,25.063,60.1953,1000,11,1,1772845904,1772895122,0
LTE,244,91,4220,35943947,-1,25.0624,60.1927,500,29,1,1772845924,1772895122,0
LTE,244,12,203,1949699,-1,25.0569,60.191,1000,12,1,1772873725,1772895122,0
LTE,244,91,4220,35943967,-1,25.056,60.1909,1000,6,1,1772873745,1772895122,0
LTE,244,91,4220,35870987,-1,25.0475,60.1994,1000,5,1,1772874225,1772895122,0
LTE,244,12,203,2164737,-1,25.0533,60.2066,1000,2,1,1772874315,1772895122,0
LTE,244,5,29124,749836,-1,25.0576,60.2317,1000,15,1,1772778055,1778101623,0
LTE,244,5,29014,77577,-1,25.04,60.2351,1000,7,1,1772780569,1773663842,0
LTE,244,5,29014,95751,-1,25.0328,60.2344,1000,2,1,1772780959,1772917681,0
GSM,244,5,9006,13102,-1,24.9778,60.1873,1000,1,1,1772878174,1772878174,0
GSM,244,5,9006,12914,-1,24.9778,60.1873,1000,1,1,1772878174,1772878174,0
GSM,244,5,9006,7471,-1,24.9778,60.1873,1000,1,1,1772878562,1772878562,0
LTE,244,5,29053,313860,-1,24.9615,60.19,1000,4,1,1772880165,1772917683,0
LTE,244,5,29053,313857,-1,24.9644,60.19,1000,2,1,1772880275,1772917683,0
LTE,244,5,29053,74502,-1,24.948,60.1956,1000,2,1,1772880695,1772917683,0
LTE,244,5,29053,76292,-1,24.9481,60.1971,1000,5,1,1772880725,1772917684,0
LTE,244,5,29011,5939460,-1,24.9339,60.2312,1000,1,1,1772893453,1772893453,0
LTE,244,5,29011,5939463,-1,24.9422,60.2297,1000,12,1,1772894113,1772917685,0
LTE,244,5,29011,2823174,-1,24.9793,60.231,1000,8,1,1772894893,1772917685,0
LTE,244,5,29011,2823173,-1,24.9853,60.231,1000,6,1,1772894953,1772917685,0
LTE,244,5,29014,94466,-1,25.0461,60.2298,1000,19,1,1772895973,1778101623,0
LTE,244,91,4170,36978198,-1,25.0741,60.2748,1000,9,1,1772898350,1772921283,0
LTE,244,12,211,2216716,-1,25.0789,60.2756,500,35,1,1772898692,1776625922,0
LTE,244,91,4170,35954454,-1,25.0665,60.2746,1000,10,1,1772899052,1772921283,0
LTE,244,91,37722,10542122,-1,28.093,61.0176,1000,6,1,1773033450,1773073621,0
LTE,244,91,37722,10548079,-1,28.0653,61.0158,1000,21,1,1773033459,1773073621,0
LTE,244,91,37722,10548080,-1,28.0255,61.0127,1298,31,1,1773033509,1773073622,0
LTE,244,91,37722,10548081,-1,27.9804,61.0054,1000,21,1,1773033569,1773073622,0
LTE,244,91,37722,10550895,-1,27.9534,60.9976,1000,21,1,1773033619,1773073651,0
LTE,244,91,37722,10550896,-1,27.9286,60.9878,1000,21,1,1773033659,1773073623,0
LTE,244,91,37722,10550897,-1,27.9017,60.9791,1000,21,1,1773033699,1773073623,0
LTE,244,91,37722,10525807,-1,27.8744,60.9708,1000,21,1,1773033739,1773073623,0
LTE,244,91,37722,10504305,-1,27.8566,60.9655,1000,6,1,1773033779,1773073623,0
LTE,244,91,37722,10525808,-1,27.8367,60.9588,1087,26,1,1773033789,1773073623,0
LTE,244,91,37722,10934640,-1,27.7952,60.9491,1000,21,1,1773033839,1773073624,0
LTE,244,91,37722,10934641,-1,27.7519,60.943,1651,21,1,1773033909,1773073643,0
LTE,244,91,37722,10934571,-1,27.734,60.9405,1000,14,1,1773034079,1773073624,0
LTE,244,91,37722,10529321,-1,27.7017,60.936,1554,41,1,1773034109,1773073625,0
LTE,244,91,37722,10529323,-1,27.6498,60.9254,1344,23,1,1773034189,1773073625,0
LTE,244,91,37722,10529322,-1,27.62,60.9151,1198,18,1,1773034249,1773073625,0
LTE,244,91,37722,10528041,-1,27.6086,60.9125,1379,28,1,1773034259,1773073626,0
LTE,244,91,37722,10930986,-1,27.5485,60.9144,1000,21,1,1773034329,1773073626,0
LTE,244,91,37722,10930987,-1,27.5161,60.9176,1083,22,1,1773034399,1773073626,0
LTE,244,91,37722,10526762,-1,27.4824,60.9176,1551,32,1,1773034429,1773073626,0
LTE,244,91,37722,10526763,-1,27.3842,60.9126,3941,23,1,1773034499,1773073655,0
LTE,244,91,37722,10510634,-1,27.3518,60.911,1000,17,1,1773034609,1773073628,0
LTE,244,91,37722,10510635,-1,27.2664,60.9069,3956,25,1,1773034639,1773073665,0
LTE,244,91,37722,10536746,-1,27.2248,60.9049,1000,21,1,1773034749,1773073629,0
LTE,244,91,37722,10536747,-1,27.1795,60.903,1758,51,1,1773034789,1773073629,0
LTE,244,91,38021,11092778,-1,27.1371,60.9013,1000,22,1,1773034859,1773073629,0
LTE,244,91,38021,11092779,-1,27.1084,60.8992,1000,16,1,1773034899,1773073629,0
LTE,244,91,38021,11092780,-1,27.0666,60.8934,1693,51,1,1773034929,1773073630,0
LTE,244,91,38021,11098409,-1,27.0275,60.8873,998,41,1,1773034989,1773073630,0
LTE,244,91,38021,11098410,-1,26.9616,60.8802,2655,51,1,1773035029,1773073631,0
LTE,244,91,38021,11095850,-1,26.9094,60.8776,1704,50,1,1773035109,1773073631,0
LTE,244,91,38021,11095851,-1,26.8751,60.8774,710,31,1,1773035169,1773073631,0
LTE,244,91,38021,11076649,-1,26.8587,60.8773,1000,9,1,1773035199,1773073631,0
LTE,244,91,38021,11083305,-1,26.8497,60.8772,1000,6,1,1773035209,1773073631,0
LTE,244,91,38021,11097387,-1,26.8416,60.8767,1000,6,1,1773035219,1773073631,0
LTE,244,91,38021,11083306,-1,26.8071,60.8719,1722,21,1,1773035231,1773073631,0
LTE,244,91,38021,11076394,-1,26.7835,60.8698,1000,11,1,1773035289,1773073631,0
LTE,244,91,38021,11077930,-1,26.7694,60.8694,1000,11,1,1773035309,1773073631,0
LTE,244,91,38021,11073065,-1,26.76,60.8691,1000,6,1,1773035329,1773073631,0
LTE,244,91,38021,11073066,-1,26.7545,60.8688,1000,6,1,1773035339,1773073631,0
LTE,244,91,38021,11073067,-1,26.748,60.8684,1000,10,1,1773035349,1773073631,0
LTE,244,91,38021,11082282,-1,26.735,60.867,1000,19,1,1773035369,1773073632,0
LTE,244,91,38021,11073322,-1,26.723,60.8656,1000,7,1,1773035409,1773073632,0
LTE,244,91,38021,11073834,-1,26.7189,60.8651,1000,2,1,1773035429,1773073632,0
LTE,244,91,38021,11073874,-1,26.7178,60.8648,1000,1,1,1773035439,1773035439,0
LTE,244,91,38021,11073875,-1,26.7117,60.8653,1000,2,1,1773035469,1773073632,0
LTE,244,91,38021,11073835,-1,26.7032,60.8656,1000,7,1,1773035639,1773073632,0
LTE,244,91,38021,11073577,-1,26.6959,60.865,1000,11,1,1773035739,1773073632,0
LTE,244,91,38021,11079721,-1,26.6898,60.8645,1000,3,1,1773035789,1773073632,0
LTE,244,91,38021,11079723,-1,26.6834,60.8641,1000,11,1,1773035799,1773073632,0
LTE,244,91,38021,11079978,-1,26.6754,60.8634,1000,7,1,1773035829,1773073632,0
LTE,244,91,38021,11081001,-1,26.6621,60.8618,1000,15,1,1773035849,1773073632,0
LTE,244,91,38021,11072811,-1,26.6654,60.8622,1000,6,1,1773035859,1773073632,0
LTE,244,91,38021,11074601,-1,26.6508,60.8606,1000,6,1,1773035889,1773073632,0
LTE,244,91,38021,11074602,-1,26.6263,60.857,1000,21,1,1773035899,1773073632,0
LTE,244,91,38021,11088681,-1,26.614,60.8525,1000,6,1,1773035959,1773073632,0
LTE,244,91,38021,11090985,-1,26.6067,60.8493,1000,11,1,1773035969,1773073632,0
LTE,244,91,38021,11089193,-1,26.5906,60.8444,1000,21,1,1773035989,1773073632,0
LTE,244,91,38021,11089195,-1,26.5564,60.8451,1000,21,1,1773036029,1773073633,0
LTE,244,91,38021,11086122,-1,26.5387,60.8478,1271,18,1,1773036059,1773073633,0
LTE,244,91,38021,11105577,-1,26.5294,60.8489,1000,11,1,1773036099,1773073633,0
LTE,244,91,38021,11083563,-1,26.491,60.8605,1594,23,1,1773036129,1773073633,0
LTE,244,91,38021,11086123,-1,26.4718,60.8634,1000,11,1,1773036189,1773073633,0
LTE,244,91,38021,11084073,-1,26.4258,60.8712,2407,29,1,1773036199,1773073633,0
LTE,244,91,38021,11083564,-1,26.4366,60.8694,1302,50,1,1773036209,1773073633,0
LTE,244,91,38021,11084074,-1,26.379,60.8787,1000,21,1,1773036279,1773073634,0
LTE,244,91,38021,11084330,-1,26.3643,60.8807,1000,10,1,1773036309,1773073634,0
LTE,244,91,38021,11084331,-1,26.3509,60.8825,1000,21,1,1773036319,1773073634,0
LTE,244,91,38021,11088938,-1,26.3328,60.885,1000,21,1,1773036339,1773073634,0
LTE,244,91,38021,11083817,-1,26.3195,60.8866,1000,11,1,1773036359,1773073634,0
LTE,244,91,38021,11083818,-1,26.3063,60.8876,1000,21,1,1773036369,1773073634,0
LTE,244,91,38021,11091242,-1,26.2893,60.8894,1000,21,1,1773036389,1773073634,0
LTE,244,91,38021,11091241,-1,26.2737,60.8906,1000,14,1,1773036409,1773073634,0
LTE,244,91,38021,11091243,-1,26.246,60.8964,1182,31,1,1773036429,1773073634,0
LTE,244,91,38021,11091754,-1,26.2059,60.9145,1685,33,1,1773036489,1773073681,0
LTE,244,91,38021,11091755,-1,26.1536,60.9208,1455,22,1,1773036569,1773073682,0
LTE,244,91,38021,11091745,-1,26.1293,60.924,1000,6,1,1773036649,1773073682,0
LTE,244,91,4120,36709132,-1,26.0272,60.9281,1000,21,1,1773036779,1773073682,0
LTE,244,91,4120,36709142,-1,26.0086,60.9277,1000,6,1,1773036819,1773073682,0
LTE,244,91,4120,36709152,-1,25.9845,60.9285,1000,22,1,1773036829,1773073683,0
LTE,244,91,4120,36182294,-1,25.9678,60.9299,1000,11,1,1773036869,1773073682,0
LTE,244,91,4120,36182304,-1,25.9551,60.9312,1000,21,1,1773036879,1773073683,0
LTE,244,91,4120,36928780,-1,25.9432,60.9334,1000,11,1,1773036899,1773073683,0
